scientific name,English name,number of people seeing species
Cinnyris buettikoferi,Apricot-breasted Sunbird,0
Cinnyris solaris,Flame-breasted Sunbird,0
Cinnyris sovimanga,Souimanga Sunbird,1
Cinnyris notatus,Madagascar Sunbird,1
Cinnyris dussumieri,Seychelles Sunbird,0
Cinnyris humbloti,Humblot's Sunbird,0
Cinnyris comorensis,Anjouan Sunbird,0
Cinnyris coquerellii,Mayotte Sunbird,0
Cinnyris lotenius,Long-billed Sunbird,2
Aethopyga duyvenbodei,Elegant Sunbird,1
Aethopyga ignicauda,Fire-tailed Sunbird,3
Aethopyga saturata,Black-throated Sunbird,5
Aethopyga gouldiae,Gould's Sunbird,6
Aethopyga nipalensis,Green-tailed Sunbird,7
Aethopyga shelleyi,Lovely Sunbird,2
Aethopyga temminckii,Temminck's Sunbird,6
Aethopyga mystacalis,Javan Sunbird,1
Aethopyga vigorsii,Vigors's Sunbird,0
Aethopyga siparaja,Crimson Sunbird,11
Aethopyga magnifica,Magnificent Sunbird,1
Aethopyga christinae,Fork-tailed Sunbird,2
Aethopyga bella,Handsome Sunbird,2
Aethopyga eximia,White-flanked Sunbird,2
Aethopyga flagrans,Flaming Sunbird,3
Aethopyga guimarasensis,Maroon-naped Sunbird,1
Aethopyga pulcherrima,Metallic-winged Sunbird,2
Aethopyga jefferyi,Mountain Sunbird,1
Aethopyga decorosa,Bohol Sunbird,1
Aethopyga linaraborae,Lina's Sunbird,1
Aethopyga primigenia,Gray-hooded Sunbird,1
Aethopyga boltoni,Apo Sunbird,1
Aethopyga tibolii,Tboli Sunbird,1
Arachnothera crassirostris,Thick-billed Spiderhunter,3
Arachnothera robusta,Long-billed Spiderhunter,2
Arachnothera flammifera,Orange-tufted Spiderhunter,1
Arachnothera dilutior,Pale Spiderhunter,3
Arachnothera longirostra,Little Spiderhunter,9
Arachnothera hypogrammicum,Purple-naped Spiderhunter,4
Arachnothera juliae,Whitehead's Spiderhunter,3
Arachnothera clarae,Naked-faced Spiderhunter,2
Arachnothera chrysogenys,Yellow-eared Spiderhunter,4
Arachnothera flavigaster,Spectacled Spiderhunter,3
Arachnothera magna,Streaked Spiderhunter,5
Arachnothera affinis,Streaky-breasted Spiderhunter,0
Arachnothera modesta,Gray-breasted Spiderhunter,4
Arachnothera everetti,Bornean Spiderhunter,4
Prunella collaris,Alpine Accentor,12
Prunella himalayana,Himalayan Accentor,3
Prunella rubeculoides,Robin Accentor,3
Prunella strophiata,Rufous-breasted Accentor,5
Prunella montanella,Siberian Accentor,2
Prunella ocularis,Radde's Accentor,1
Prunella fagani,Yemen Accentor,0
Prunella fulvescens,Brown Accentor,3
Prunella atrogularis,Black-throated Accentor,0
Prunella koslowi,Mongolian Accentor,0
Prunella modularis,Dunnock,20
Prunella rubida,Japanese Accentor,0
Prunella immaculata,Maroon-backed Accentor,0
Dendronanthus indicus,Forest Wagtail,5
Motacilla capensis,Cape Wagtail,9
Motacilla clara,Mountain Wagtail,7
Motacilla bocagii,Sao Tome Short-tail,0
Motacilla flaviventris,Madagascar Wagtail,1
Motacilla cinerea,Gray Wagtail,28
Motacilla flava,Western Yellow Wagtail,24
Motacilla tschutschensis,Eastern Yellow Wagtail,13
Motacilla citreola,Citrine Wagtail,12
Motacilla maderaspatensis,White-browed Wagtail,6
Motacilla samveasnae,Mekong Wagtail,0
Motacilla grandis,Japanese Wagtail,5
Motacilla aguimp,African Pied Wagtail,13
Motacilla alba,White Wagtail,42
Madanga ruficollis,Madanga,0
Anthus novaeseelandiae,Australasian Pipit,9
Anthus richardi,Richard's Pipit,8
Anthus rufulus,Paddyfield Pipit,14
Anthus cinnamomeus,African Pipit,11
Anthus hoeschi,Mountain Pipit,1
Anthus latistriatus,Jackson's Pipit,0
Anthus nyassae,Woodland Pipit,0
Anthus similis,Long-billed Pipit,6
Anthus godlewskii,Blyth's Pipit,3
Anthus campestris,Tawny Pipit,10
Anthus leucophrys,Plain-backed Pipit,7
Anthus vaalensis,Buffy Pipit,1
Anthus pallidiventris,Long-legged Pipit,1
Anthus nilghiriensis,Nilgiri Pipit,0
Anthus sylvanus,Upland Pipit,0
Anthus berthelotii,Berthelot's Pipit,1
Anthus melindae,Malindi Pipit,2
Anthus lineiventris,Striped Pipit,0
Anthus crenatus,Yellow-tufted Pipit,0
Anthus gutturalis,Alpine Pipit,1
Anthus pratensis,Meadow Pipit,18
Anthus roseatus,Rosy Pipit,6
Anthus trivialis,Tree Pipit,19
Anthus hodgsoni,Olive-backed Pipit,13
Anthus gustavi,Pechora Pipit,2
Anthus cervinus,Red-throated Pipit,12
Anthus spinoletta,Water Pipit,12
Anthus petrosus,Rock Pipit,6
Anthus rubescens,American Pipit,55
Anthus spragueii,Sprague's Pipit,24
Anthus lutescens,Yellowish Pipit,1
Anthus peruvianus,Peruvian Pipit,2
Anthus furcatus,Short-billed Pipit,2
Anthus chacoensis,Pampas Pipit,0
Anthus correndera,Correndera Pipit,5
Anthus antarcticus,South Georgia Pipit,0
Anthus nattereri,Ochre-breasted Pipit,0
Anthus hellmayri,Hellmayr's Pipit,0
Anthus bogotensis,Paramo Pipit,3
Anthus brachyurus,Short-tailed Pipit,0
Anthus caffer,Bush Pipit,3
Anthus sokokensis,Sokoke Pipit,1
Tmetothylacus tenellus,Golden Pipit,2
Hemimacronyx chloris,Yellow-breasted Pipit,0
Hemimacronyx sharpei,Sharpe's Longclaw,2
Macronyx capensis,Orange-throated Longclaw,3
Macronyx croceus,Yellow-throated Longclaw,8
Macronyx fuelleborni,Fülleborn's Longclaw,0
Macronyx flavicollis,Abyssinian Longclaw,2
Macronyx aurantiigula,Pangani Longclaw,2
Macronyx ameliae,Rosy-throated Longclaw,1
Macronyx grimwoodi,Grimwood's Longclaw,0
Urocynchramus pylzowi,Przevalski's Pinktail,1
Elachura formosa,Spotted Elachura,1
Bombycilla garrulus,Bohemian Waxwing,41
Bombycilla cedrorum,Cedar Waxwing,56
Bombycilla japonica,Japanese Waxwing,1
Moho braccatus,Kauai Oo,0
Moho apicalis,Oahu Oo,0
Moho bishopi,Bishop's Oo,0
Moho nobilis,Hawaii Oo,0
Chaetoptila angustipluma,Kioea,0
Phainoptila melanoxantha,Black-and-yellow Silky-flycatcher,12
Ptiliogonys cinereus,Gray Silky-flycatcher,8
Ptiliogonys caudatus,Long-tailed Silky-flycatcher,12
Phainopepla nitens,Phainopepla,40
Dulus dominicus,Palmchat,5
Hylocitrea bonensis,Hylocitrea,1
Hypocolius ampelinus,Hypocolius,1
Peucedramus taeniatus,Olive Warbler,23
Fringilla coelebs,Common Chaffinch,28
Fringilla teydea,Blue Chaffinch,1
Fringilla montifringilla,Brambling,11
Chlorophonia cyanea,Blue-naped Chlorophonia,8
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,3
Chlorophonia flavirostris,Yellow-collared Chlorophonia,2
Chlorophonia occipitalis,Blue-crowned Chlorophonia,4
Chlorophonia callophrys,Golden-browed Chlorophonia,18
Euphonia jamaica,Jamaican Euphonia,1
Euphonia plumbea,Plumbeous Euphonia,0
Euphonia affinis,Scrub Euphonia,20
Euphonia chlorotica,Purple-throated Euphonia,5
Euphonia luteicapilla,Yellow-crowned Euphonia,19
Euphonia trinitatis,Trinidad Euphonia,2
Euphonia concinna,Velvet-fronted Euphonia,3
Euphonia saturata,Orange-crowned Euphonia,3
Euphonia finschi,Finsch's Euphonia,1
Euphonia violacea,Violaceous Euphonia,6
Euphonia laniirostris,Thick-billed Euphonia,22
Euphonia hirundinacea,Yellow-throated Euphonia,24
Euphonia chalybea,Green-throated Euphonia,0
Euphonia musica,Antillean Euphonia,3
Euphonia elegantissima,Elegant Euphonia,17
Euphonia cyanocephala,Golden-rumped Euphonia,7
Euphonia fulvicrissa,Fulvous-vented Euphonia,7
Euphonia chrysopasta,Golden-bellied Euphonia,6
Euphonia mesochrysa,Bronze-green Euphonia,3
Euphonia imitans,Spot-crowned Euphonia,7
Euphonia gouldi,Olive-backed Euphonia,22
Euphonia minuta,White-vented Euphonia,8
Euphonia anneae,Tawny-capped Euphonia,13
Euphonia xanthogaster,Orange-bellied Euphonia,9
Euphonia rufiventris,Rufous-bellied Euphonia,6
Euphonia cayennensis,Golden-sided Euphonia,0
Euphonia pectoralis,Chestnut-bellied Euphonia,2
Mycerobas icterioides,Black-and-yellow Grosbeak,0
Mycerobas affinis,Collared Grosbeak,1
Mycerobas melanozanthos,Spot-winged Grosbeak,2
Mycerobas carnipes,White-winged Grosbeak,4
Coccothraustes abeillei,Hooded Grosbeak,5
Coccothraustes vespertinus,Evening Grosbeak,50
Coccothraustes coccothraustes,Hawfinch,17
Eophona migratoria,Yellow-billed Grosbeak,8
Eophona personata,Japanese Grosbeak,2
Melamprosops phaeosoma,Poo-uli,0
Oreomystis bairdi,Akikiki,2
Paroreomyza maculata,Oahu Alauahio,0
Paroreomyza flammea,Kakawahie,0
Paroreomyza montana,Maui Alauahio,8
Loxioides bailleui,Palila,5
Telespiza cantans,Laysan Finch,0
Telespiza ultima,Nihoa Finch,0
Chloridops kona,Kona Grosbeak,0
Rhodacanthis flaviceps,Lesser Koa-Finch,0
Rhodacanthis palmeri,Greater Koa-Finch,0
Ciridops anna,Ula-ai-hawane,0
Palmeria dolei,Akohekohe,3
Himatione fraithii,Laysan Honeycreeper,0
Himatione sanguinea,Apapane,15
Drepanis coccinea,Iiwi,14
Drepanis pacifica,Hawaii Mamo,0
Drepanis funerea,Black Mamo,0
Psittirostra psittacea,Ou,0
Dysmorodrepanis munroi,Lanai Hookbill,0
Pseudonestor xanthophrys,Maui Parrotbill,1
Hemignathus hanapepe,Kauai Nukupuu,0
Hemignathus lucidus,Oahu Nukupuu,0
Hemignathus affinis,Maui Nukupuu,0
Hemignathus wilsoni,Akiapolaau,4
Akialoa obscura,Lesser Akialoa,0
Akialoa ellisiana,Oahu Akialoa,0
Akialoa stejnegeri,Kauai Akialoa,0
Akialoa lanaiensis,Maui-nui Akialoa,0
Magumma parva,Anianiau,5
Chlorodrepanis virens,Hawaii Amakihi,12
Chlorodrepanis flava,Oahu Amakihi,3
Chlorodrepanis stejnegeri,Kauai Amakihi,4
Viridonia sagittirostris,Greater Amakihi,0
Loxops mana,Hawaii Creeper,4
Loxops caeruleirostris,Akekee,3
Loxops coccineus,Hawaii Akepa,3
Loxops wolstenholmei,Oahu Akepa,0
Loxops ochraceus,Maui Akepa,0
Carpodacus erythrinus,Common Rosefinch,13
Carpodacus sipahi,Scarlet Finch,1
Carpodacus ferreorostris,Bonin Grosbeak,0
Carpodacus rhodochlamys,Red-mantled Rosefinch,0
Carpodacus grandis,Blyth's Rosefinch,0
Carpodacus pulcherrimus,Himalayan Beautiful Rosefinch,5
Carpodacus davidianus,Chinese Beautiful Rosefinch,0
Carpodacus waltoni,Pink-rumped Rosefinch,2
Carpodacus edwardsii,Dark-rumped Rosefinch,1
Carpodacus rodochroa,Pink-browed Rosefinch,2
Carpodacus rodopeplus,Spot-winged Rosefinch,3
Carpodacus verreauxii,Sharpe's Rosefinch,0
Carpodacus vinaceus,Vinaceous Rosefinch,1
Carpodacus formosanus,Taiwan Rosefinch,1
Carpodacus synoicus,Sinai Rosefinch,2
Carpodacus stoliczkae,Pale Rosefinch,0
Carpodacus roborowskii,Tibetan Rosefinch,1
Carpodacus sillemi,Sillem's Rosefinch,0
Carpodacus rubicilloides,Streaked Rosefinch,2
Carpodacus rubicilla,Great Rosefinch,4
Carpodacus sibiricus,Long-tailed Rosefinch,0
Carpodacus puniceus,Red-fronted Rosefinch,2
Carpodacus subhimachalus,Crimson-browed Finch,1
Carpodacus roseus,Pallas's Rosefinch,0
Carpodacus trifasciatus,Three-banded Rosefinch,1
Carpodacus thura,Himalayan White-browed Rosefinch,3
Carpodacus dubius,Chinese White-browed Rosefinch,2
Pinicola enucleator,Pine Grosbeak,45
Pyrrhula nipalensis,Brown Bullfinch,1
Pyrrhula leucogenis,White-cheeked Bullfinch,1
Pyrrhula aurantiaca,Orange Bullfinch,0
Pyrrhula erythrocephala,Red-headed Bullfinch,2
Pyrrhula erythaca,Gray-headed Bullfinch,2
Pyrrhula murina,Azores Bullfinch,0
Pyrrhula pyrrhula,Eurasian Bullfinch,15
Rhodopechys sanguineus,Crimson-winged Finch,1
Bucanetes githagineus,Trumpeter Finch,5
Bucanetes mongolicus,Mongolian Finch,3
Agraphospiza rubescens,Blanford's Rosefinch,0
Pyrrhoplectes epauletta,Gold-naped Finch,0
Callacanthis burtoni,Spectacled Finch,1
Procarduelis nipalensis,Dark-breasted Rosefinch,3
Leucosticte nemoricola,Plain Mountain-Finch,5
Leucosticte brandti,Black-headed Mountain-Finch,2
Leucosticte arctoa,Asian Rosy-Finch,0
Leucosticte tephrocotis,Gray-crowned Rosy-Finch,28
Leucosticte atrata,Black Rosy-Finch,19
Leucosticte australis,Brown-capped Rosy-Finch,20
Haemorhous mexicanus,House Finch,56
Haemorhous purpureus,Purple Finch,54
Haemorhous cassinii,Cassin's Finch,41
Rhodospiza obsoleta,Desert Finch,5
Rhynchostruthus socotranus,Golden-winged Grosbeak,0
Rhynchostruthus louisae,Somali Grosbeak,0
Chloris chloris,European Greenfinch,30
Chloris sinica,Oriental Greenfinch,9
Chloris spinoides,Yellow-breasted Greenfinch,3
Chloris monguilloti,Vietnamese Greenfinch,0
Chloris ambigua,Black-headed Greenfinch,1
Linurgus olivaceus,Oriole Finch,3
Crithagra leucopygia,White-rumped Seedeater,2
Crithagra mozambica,Yellow-fronted Canary,18
Crithagra citrinelloides,African Citril,6
Crithagra frontalis,Western Citril,2
Crithagra hyposticta,Southern Citril,1
Crithagra capistrata,Black-faced Canary,1
Crithagra koliensis,Papyrus Canary,0
Crithagra scotops,Forest Canary,4
Crithagra rothschildi,Olive-rumped Serin,0
Crithagra atrogularis,Black-throated Canary,4
Crithagra reichenowi,Reichenow's Seedeater,7
Crithagra xanthopygia,Yellow-rumped Serin,2
Crithagra citrinipectus,Lemon-breasted Seedeater,1
Crithagra dorsostriata,White-bellied Canary,5
Crithagra flavigula,Yellow-throated Serin,2
Crithagra xantholaema,Salvadori's Serin,1
Crithagra donaldsoni,Northern Grosbeak-Canary,1
Crithagra buchanani,Southern Grosbeak-Canary,0
Crithagra sulphurata,Brimstone Canary,9
Crithagra flaviventris,Yellow Canary,4
Crithagra albogularis,White-throated Canary,4
Crithagra striolata,Streaky Seedeater,8
Crithagra whytii,Yellow-browed Seedeater,0
Crithagra burtoni,Thick-billed Seedeater,5
Crithagra melanochroa,Tanzania Seedeater,0
Crithagra rufobrunnea,Principe Seedeater,0
Crithagra concolor,Sao Tome Grosbeak,0
Crithagra leucoptera,Protea Canary,0
Crithagra mennelli,Black-eared Seedeater,0
Crithagra gularis,Streaky-headed Seedeater,2
Crithagra reichardi,Reichard's Seedeater,1
Crithagra tristriata,Brown-rumped Seedeater,2
Crithagra menachensis,Yemen Serin,0
Crithagra ankoberensis,Ankober Serin,2
Crithagra totta,Cape Siskin,3
Crithagra symonsi,Drakensberg Siskin,1
Linaria flavirostris,Twite,10
Linaria cannabina,Eurasian Linnet,22
Linaria yemenensis,Yemen Linnet,0
Linaria johannis,Warsangli Linnet,0
Acanthis flammea,Common Redpoll,52
Acanthis cabaret,Lesser Redpoll,6
Acanthis hornemanni,Hoary Redpoll,25
Loxia pytyopsittacus,Parrot Crossbill,2
Loxia scotica,Scottish Crossbill,1
Loxia curvirostra,Red Crossbill,54
Loxia sinesciuris,Cassia Crossbill,3
Loxia megaplaga,Hispaniolan Crossbill,1
Loxia leucoptera,White-winged Crossbill,42
Chrysocorythus estherae,Mountain Serin,2
Carduelis carduelis,European Goldfinch,34
Carduelis citrinella,Citril Finch,3
Carduelis corsicana,Corsican Finch,1
Serinus serinus,European Serin,19
Serinus canaria,Island Canary,1
Serinus pusillus,Fire-fronted Serin,5
Serinus syriacus,Syrian Serin,1
Serinus flavivertex,Yellow-crowned Canary,4
Serinus canicollis,Cape Canary,5
Serinus nigriceps,Ethiopian Siskin,2
Serinus alario,Black-headed Canary,1
Serinus leucolaemus,Damara Canary,0
Spinus thibetanus,Tibetan Serin,1
Spinus spinus,Eurasian Siskin,19
Spinus pinus,Pine Siskin,56
Spinus atriceps,Black-capped Siskin,2
Spinus notatus,Black-headed Siskin,7
Spinus dominicensis,Antillean Siskin,1
Spinus psaltria,Lesser Goldfinch,46
Spinus lawrencei,Lawrence's Goldfinch,24
Spinus tristis,American Goldfinch,56
Spinus spinescens,Andean Siskin,4
Spinus yarrellii,Yellow-faced Siskin,0
Spinus xanthogastrus,Yellow-bellied Siskin,13
Spinus cucullatus,Red Siskin,0
Spinus crassirostris,Thick-billed Siskin,2
Spinus magellanicus,Hooded Siskin,12
Spinus siemiradzkii,Saffron Siskin,0
Spinus olivaceus,Olivaceous Siskin,3
Spinus atratus,Black Siskin,5
Spinus uropygialis,Yellow-rumped Siskin,2
Spinus barbatus,Black-chinned Siskin,5
Calcarius lapponicus,Lapland Longspur,47
Calcarius ornatus,Chestnut-collared Longspur,23
Calcarius pictus,Smith's Longspur,12
Rhynchophanes mccownii,McCown's Longspur,25
Plectrophenax nivalis,Snow Bunting,51
Plectrophenax hyperboreus,McKay's Bunting,3
Rhodinocichla rosea,Rosy Thrush-Tanager,11
Emberiza affinis,Brown-rumped Bunting,1
Emberiza lathami,Crested Bunting,3
Emberiza melanocephala,Black-headed Bunting,5
Emberiza bruniceps,Red-headed Bunting,1
Emberiza calandra,Corn Bunting,18
Emberiza fucata,Chestnut-eared Bunting,6
Emberiza koslowi,Tibetan Bunting,0
Emberiza jankowskii,Rufous-backed Bunting,0
Emberiza cia,Rock Bunting,7
Emberiza godlewskii,Godlewski's Bunting,3
Emberiza cioides,Meadow Bunting,6
Emberiza cirlus,Cirl Bunting,8
Emberiza stewarti,Chestnut-breasted Bunting,1
Emberiza citrinella,Yellowhammer,16
Emberiza leucocephalos,Pine Bunting,5
Emberiza buchanani,Gray-necked Bunting,2
Emberiza cineracea,Cinereous Bunting,1
Emberiza hortulana,Ortolan Bunting,7
Emberiza caesia,Cretzschmar's Bunting,5
Emberiza cabanisi,Cabanis's Bunting,0
Emberiza flaviventris,Golden-breasted Bunting,8
Emberiza poliopleura,Somali Bunting,3
Emberiza capensis,Cape Bunting,5
Emberiza vincenti,Vincent's Bunting,0
Emberiza impetuani,Lark-like Bunting,2
Emberiza socotrana,Socotra Bunting,0
Emberiza tahapisi,Cinnamon-breasted Bunting,7
Emberiza goslingi,Gosling's Bunting,1
Emberiza sahari,House Bunting,2
Emberiza striolata,Striolated Bunting,4
Emberiza siemsseni,Slaty Bunting,1
Emberiza elegans,Yellow-throated Bunting,7
Emberiza yessoensis,Ochre-rumped Bunting,2
Emberiza pallasi,Pallas's Bunting,1
Emberiza schoeniclus,Reed Bunting,18
Emberiza aureola,Yellow-breasted Bunting,3
Emberiza pusilla,Little Bunting,7
Emberiza rustica,Rustic Bunting,5
Emberiza sulphurata,Yellow Bunting,0
Emberiza spodocephala,Black-faced Bunting,10
Emberiza rutila,Chestnut Bunting,4
Emberiza chrysophrys,Yellow-browed Bunting,2
Emberiza tristrami,Tristram's Bunting,3
Emberiza variabilis,Gray Bunting,1
Oreothraupis arremonops,Tanager Finch,1
Chlorospingus flavigularis,Yellow-throated Chlorospingus,5
Chlorospingus parvirostris,Short-billed Chlorospingus,3
Chlorospingus canigularis,Ashy-throated Chlorospingus,5
Chlorospingus pileatus,Sooty-capped Chlorospingus,16
Chlorospingus flavopectus,Common Chlorospingus,22
Chlorospingus tacarcunae,Tacarcuna Chlorospingus,0
Chlorospingus inornatus,Pirre Chlorospingus,0
Chlorospingus semifuscus,Dusky Chlorospingus,4
Chlorospingus flavovirens,Yellow-green Chlorospingus,0
Rhynchospiza stolzmanni,Tumbes Sparrow,3
Rhynchospiza strigiceps,Stripe-capped Sparrow,1
Peucaea carpalis,Rufous-winged Sparrow,30
Peucaea sumichrasti,Cinnamon-tailed Sparrow,0
Peucaea ruficauda,Stripe-headed Sparrow,16
Peucaea humeralis,Black-chested Sparrow,0
Peucaea mystacalis,Bridled Sparrow,1
Peucaea botterii,Botteri's Sparrow,25
Peucaea cassinii,Cassin's Sparrow,32
Peucaea aestivalis,Bachman's Sparrow,22
Ammodramus savannarum,Grasshopper Sparrow,53
Ammodramus humeralis,Grassland Sparrow,6
Ammodramus aurifrons,Yellow-browed Sparrow,8
Arremonops rufivirgatus,Olive Sparrow,34
Arremonops chloronotus,Green-backed Sparrow,10
Arremonops conirostris,Black-striped Sparrow,18
Arremonops tocuyensis,Tocuyo Sparrow,0
Spizella passerina,Chipping Sparrow,56
Spizella pallida,Clay-colored Sparrow,46
Spizella atrogularis,Black-chinned Sparrow,26
Spizella pusilla,Field Sparrow,52
Spizella breweri,Brewer's Sparrow,38
Spizella wortheni,Worthen's Sparrow,0
Amphispiza bilineata,Black-throated Sparrow,40
Amphispiza quinquestriata,Five-striped Sparrow,9
Chondestes grammacus,Lark Sparrow,46
Calamospiza melanocorys,Lark Bunting,34
Arremon costaricensis,Costa Rican Brushfinch,1
Arremon basilicus,Sierra Nevada Brushfinch,2
Arremon perijanus,Perija Brushfinch,1
Arremon atricapillus,Black-headed Brushfinch,2
Arremon phaeopleurus,Caracas Brushfinch,0
Arremon phygas,Paria Brushfinch,0
Arremon assimilis,Gray-browed Brushfinch,6
Arremon torquatus,White-browed Brushfinch,2
Arremon aurantiirostris,Orange-billed Sparrow,22
Arremon abeillei,Black-capped Sparrow,2
Arremon schlegeli,Golden-winged Sparrow,2
Arremon taciturnus,Pectoral Sparrow,3
Arremon franciscanus,Sao Francisco Sparrow,0
Arremon semitorquatus,Half-collared Sparrow,0
Arremon flavirostris,Saffron-billed Sparrow,2
Arremon virenticeps,Green-striped Brushfinch,1
Arremon brunneinucha,Chestnut-capped Brushfinch,18
Arremon crassirostris,Sooty-faced Finch,9
Arremon castaneiceps,Olive Finch,0
Spizelloides arborea,American Tree Sparrow,53
Passerella iliaca,Fox Sparrow,56
Junco hyemalis,Dark-eyed Junco,57
Junco insularis,Guadalupe Junco,0
Junco phaeonotus,Yellow-eyed Junco,31
Junco bairdi,Baird's Junco,0
Junco vulcani,Volcano Junco,10
Zonotrichia capensis,Rufous-collared Sparrow,28
Zonotrichia leucophrys,White-crowned Sparrow,55
Zonotrichia atricapilla,Golden-crowned Sparrow,38
Zonotrichia querula,Harris's Sparrow,39
Zonotrichia albicollis,White-throated Sparrow,55
Artemisiospiza nevadensis,Sagebrush Sparrow,22
Artemisiospiza belli,Bell's Sparrow,10
Oriturus superciliosus,Striped Sparrow,1
Pooecetes gramineus,Vesper Sparrow,54
Ammospiza leconteii,LeConte's Sparrow,33
Ammospiza maritima,Seaside Sparrow,42
Ammospiza nelsoni,Nelson's Sparrow,39
Ammospiza caudacuta,Saltmarsh Sparrow,35
Passerculus sandwichensis,Savannah Sparrow,56
Centronyx bairdii,Baird's Sparrow,10
Centronyx henslowii,Henslow's Sparrow,34
Xenospiza baileyi,Sierra Madre Sparrow,0
Melospiza melodia,Song Sparrow,56
Melospiza lincolnii,Lincoln's Sparrow,54
Melospiza georgiana,Swamp Sparrow,55
Pezopetes capitalis,Large-footed Finch,13
Torreornis inexpectata,Zapata Sparrow,1
Melozone kieneri,Rusty-crowned Ground-Sparrow,2
Melozone fusca,Canyon Towhee,33
Melozone albicollis,White-throated Towhee,2
Melozone aberti,Abert's Towhee,35
Melozone crissalis,California Towhee,36
Melozone leucotis,White-eared Ground-Sparrow,17
Melozone biarcuata,White-faced Ground-Sparrow,3
Melozone cabanisi,Cabanis's Ground-Sparrow,5
Aimophila rufescens,Rusty Sparrow,5
